2539,2736,3031,2736,3031,2972,2539,2972
3071,2756,3484,2756,3484,2992,3071,2992
5000,2756,5236,2756,5236,2992,5000,2992
5236,2756,5985,2756,5985,2992,5236,2992
3524,2775,3878,2775,3878,3012,3524,3012
6398,2775,6989,2775,6989,3031,6398,3031
4685,2795,4961,2795,4961,2972,4685,2972
6103,2815,6359,2815,6359,2992,6103,2992
1161,2953,1456,2953,1456,3209,1161,3209
1437,2949,3334,3003,3325,3318,1428,3263
3287,3031,4843,3031,4843,3327,3287,3327
5138,3031,6398,3031,6398,3307,5138,3307
4862,3051,5099,3051,5099,3287,4862,3287
6398,3071,6969,3071,6969,3287,6398,3287
1171,3310,2144,3254,2159,3517,1186,3573
2165,3268,2716,3268,2716,3524,2165,3524
2736,3327,3012,3327,3012,3524,2736,3524
4744,3327,5315,3327,5315,3583,4744,3583
3031,3346,4725,3346,4725,3642,3031,3642
5318,3334,6187,3358,6181,3605,5311,3581
6575,3346,6969,3346,6969,3602,6575,3602
6201,3366,6555,3366,6555,3602,6201,3602
1157,3617,1941,3541,1967,3817,1184,3893
2091,3626,2713,3581,2734,3865,2111,3910
2716,3622,3524,3622,3524,3839,2716,3839
3543,3622,4213,3622,4213,3858,3543,3858
4235,3625,5300,3653,5294,3886,4229,3858
5289,3680,5972,3598,6005,3873,5322,3955
5942,3682,6967,3657,6974,3945,5949,3970
866,3878,1161,3878,1161,4075,866,4075
1496,3878,1653,3878,1653,4095,1496,4095
1949,3878,3012,3878,3012,4193,1949,4193
1693,3898,1949,3898,1949,4134,1693,4134
3031,3898,3405,3898,3405,4154,3031,4154
4508,3937,5532,3937,5532,4213,4508,4213
5671,3929,6954,3956,6949,4199,5666,4172
3425,3957,3799,3957,3799,4154,3425,4154
3780,3957,4469,3957,4469,4154,3780,4154
5551,3976,5689,3976,5689,4154,5551,4154
1168,4113,2693,4222,2671,4536,1146,4427
2697,4213,3071,4213,3071,4429,2697,4429
3287,4213,4016,4213,4016,4449,3287,4449
4075,4232,4980,4232,4980,4449,4075,4449
5010,4210,5569,4276,5538,4543,4978,4478
3130,4272,3268,4272,3268,4449,3130,4449
5866,4252,6949,4252,6949,4547,5866,4547
5571,4272,5847,4272,5847,4469,5571,4469
2677,4488,3307,4488,3307,4764,2677,4764
2401,4508,2638,4508,2638,4725,2401,4725
1161,4528,1614,4528,1614,4803,1161,4803
1634,4528,1949,4528,1949,4725,1634,4725
1988,4528,2401,4528,2401,4725,1988,4725
3524,4528,4449,4528,4449,4764,3524,4764
5177,4528,5591,4528,5591,4764,5177,4764
3327,4567,3445,4567,3445,4744,3327,4744
6713,4547,6930,4547,6930,4784,6713,4784
4744,4567,5138,4567,5138,4764,4744,4764
5612,4561,6717,4587,6712,4799,5606,4773
4587,4606,4705,4606,4705,4803,4587,4803
1141,4784,1417,4784,1417,5040,1141,5040
1403,4825,2180,4775,2199,5067,1422,5117
2972,4803,3524,4803,3524,5079,2972,5079
2205,4823,2677,4823,2677,5040,2205,5040
3524,4823,4567,4823,4567,5099,3524,5099
4626,4823,5453,4823,5453,5059,4626,5059
2795,4862,2953,4862,2953,5099,2795,5099
5492,4862,6181,4862,6181,5079,5492,5079
6221,4882,6634,4882,6634,5158,6221,5158
6634,4882,6930,4882,6930,5079,6634,5079
1673,5079,2244,5079,2244,5355,1673,5355
1161,5099,1653,5099,1653,5355,1161,5355
2293,5060,3028,5134,3001,5407,2266,5333
3797,5145,4734,5069,4758,5370,3821,5446
3346,5118,3780,5118,3780,5355,3346,5355
4764,5118,5315,5118,5315,5374,4764,5374
5583,5092,6100,5184,6049,5475,5531,5383
6280,5118,6949,5118,6949,5394,6280,5394
5315,5138,5532,5138,5532,5355,5315,5355
3031,5158,3327,5158,3327,5355,3031,5355
6063,5158,6300,5158,6300,5374,6063,5374
1141,5394,1456,5394,1456,5650,1141,5650
1830,5394,2185,5394,2185,5650,1830,5650
2268,5381,3146,5454,3121,5751,2243,5678
1496,5433,1771,5433,1771,5630,1496,5630
5177,5453,5473,5453,5473,5650,5177,5650
1437,5689,1830,5689,1830,5965,1437,5965
3699,5745,4560,5667,4586,5961,3725,6040
2286,5706,3687,5749,3678,6036,2277,5993
4567,5709,5138,5709,5138,5985,4567,5985
5295,5709,5886,5709,5886,5985,5295,5985
826,5729,1122,5729,1122,5925,826,5925
6359,5729,6615,5729,6615,5985,6359,5985
6615,5729,6989,5729,6989,5985,6615,5985
1850,5748,2283,5748,2283,6024,1850,6024
5138,5768,5276,5768,5276,5965,5138,5965
5866,5748,6359,5748,6359,5965,5866,5965
1122,6004,1535,6004,1535,6240,1122,6240
1555,6004,2008,6004,2008,6240,1555,6240
2061,6025,2932,6000,2941,6327,2070,6351
2933,6004,3209,6004,3209,6260,2933,6260
3249,6001,4335,6024,4329,6326,3242,6303
4325,6021,5077,5997,5085,6240,4333,6264
5414,6024,5748,6024,5748,6260,5414,6260
5748,6024,6910,6024,6910,6339,5748,6339
5118,6044,5414,6044,5414,6260,5118,6260
1594,6300,2264,6300,2264,6575,1594,6575
6674,6300,6890,6300,6890,6555,6674,6555
1102,6319,1575,6319,1575,6555,1102,6555
2579,6319,2835,6319,2835,6575,2579,6575
3957,6319,4429,6319,4429,6575,3957,6575
4449,6319,4665,6319,4665,6555,4449,6555
4668,6337,5467,6285,5485,6573,4687,6625
5473,6319,6122,6319,6122,6575,5473,6575
2836,6327,3981,6352,3976,6577,2831,6552
2283,6359,2559,6359,2559,6555,2283,6555
6122,6359,6595,6359,6595,6555,6122,6555
1991,6582,3138,6620,3129,6907,1981,6869
1023,6615,1988,6615,1988,6870,1023,6870
3248,6634,3583,6634,3583,6870,3248,6870
3602,6634,4547,6634,4547,6930,3602,6930
4665,6654,5473,6654,5473,6949,4665,6949
5492,6654,5768,6654,5768,6851,5492,6851
5788,6654,6890,6654,6890,6851,5788,6851
4547,6733,4646,6733,4646,6870,4547,6870
1082,6910,1378,6910,1378,7185,1082,7185
1378,6910,2145,6910,2145,7185,1378,7185
3248,6910,3465,6910,3465,7166,3248,7166
4173,6910,4705,6910,4705,7185,4173,7185
5256,6910,6319,6910,6319,7185,5256,7185
6339,6910,6890,6910,6890,7166,6339,7166
2135,6957,3264,6907,3276,7183,2147,7232
3937,6930,4173,6930,4173,7185,3937,7185
5000,6930,5236,6930,5236,7146,5000,7146
3504,6949,3937,6949,3937,7245,3504,7245
4705,6949,4980,6949,4980,7146,4705,7146
4725,7205,5236,7205,5236,7481,4725,7481
5256,7205,6260,7205,6260,7481,5256,7481
6240,7205,6890,7205,6890,7461,6240,7461
1082,7225,1358,7225,1358,7500,1082,7500
1340,7220,1996,7246,1987,7485,1331,7460
2539,7225,3012,7225,3012,7461,2539,7461
3035,7216,3774,7273,3750,7595,3010,7538
4449,7225,4744,7225,4744,7481,4449,7481
3780,7245,4429,7245,4429,7461,3780,7461
1968,7264,2539,7264,2539,7461,1968,7461
6319,7500,6910,7500,6910,7756,6319,7756
1059,7540,3167,7502,3173,7814,1064,7853
3189,7520,3878,7520,3878,7756,3189,7756
4213,7520,4567,7520,4567,7796,4213,7796
4567,7520,6319,7520,6319,7855,4567,7855
3878,7579,4232,7579,4232,7776,3878,7776
6260,7796,6890,7796,6890,8071,6260,8071
1988,7815,2756,7815,2756,8111,1988,8111
2736,7815,3524,7815,3524,8150,2736,8150
3504,7815,4252,7815,4252,8091,3504,8091
4963,7799,6225,7829,6219,8082,4957,8051
1043,7855,1614,7855,1614,8091,1043,8091
4272,7855,4941,7855,4941,8071,4272,8071
1653,7875,2027,7875,2027,8091,1653,8091
6065,8105,6877,8127,6870,8369,6058,8347
2559,8130,3779,8130,3779,8386,2559,8386
3957,8130,4134,8130,4134,8445,3957,8445
4488,8130,4980,8130,4980,8386,4488,8386
1023,8150,1378,8150,1378,8426,1023,8426
1378,8150,1693,8150,1693,8426,1378,8426
3780,8150,3937,8150,3937,8386,3780,8386
4961,8150,5433,8150,5433,8367,4961,8367
5473,8150,5906,8150,5906,8367,5473,8367
4154,8170,4469,8170,4469,8386,4154,8386
1693,8190,2539,8190,2539,8406,1693,8406
5630,8406,6083,8406,6083,8662,5630,8662
6122,8406,6536,8406,6536,8682,6122,8682
4862,8426,5610,8426,5610,8682,4862,8682
3366,8445,3839,8445,3839,8721,3366,8721
4095,8445,4390,8445,4390,8701,4095,8701
6496,8445,6831,8445,6831,8662,6496,8662
1476,8465,1732,8465,1732,8741,1476,8741
1727,8487,3344,8450,3352,8779,1734,8815
3839,8485,4075,8485,4075,8682,3839,8682
4390,8485,4843,8485,4843,8682,4390,8682
1004,8505,1476,8505,1476,8800,1004,8800
5256,8721,5886,8721,5886,8997,5256,8997
5886,8721,6477,8721,6477,9016,5886,9016
5000,8741,5256,8741,5256,8997,5000,8997
2477,8827,3316,8726,3355,9057,2517,9158
3878,8760,4331,8760,4331,9036,3878,9036
4311,8760,5000,8760,5000,9075,4311,9075
6457,8760,6851,8760,6851,9036,6457,9036
2205,8780,2520,8780,2520,9036,2205,9036
3331,8772,3894,8823,3871,9069,3309,9018
984,8820,2205,8820,2205,9135,984,9135
5748,9036,6378,9036,6378,9253,5748,9253
4567,9056,5433,9056,5433,9233,4567,9233
2638,9075,3740,9075,3740,9351,2638,9351
5453,9075,5709,9075,5709,9253,5453,9253
1319,9095,2598,9095,2598,9351,1319,9351
6772,9135,7028,9135,7028,9331,6772,9331
964,9174,1299,9174,1299,9450,964,9450
5886,9312,6851,9312,6851,9607,5886,9607
5295,9351,5827,9351,5827,9627,5295,9627
4232,9371,4528,9371,4528,9646,4232,9646
4529,9365,5265,9397,5252,9703,4515,9671
3740,9390,4232,9390,4232,9646,3740,9646
3012,9410,3642,9410,3642,9646,3012,9646
1279,9430,2086,9430,2086,9686,1279,9686
2500,9450,2953,9450,2953,9745,2500,9745
2145,9469,2441,9469,2441,9745,2145,9745
669,9489,964,9489,964,9686,669,9686
5158,9666,5453,9666,5453,9942,5158,9942
5492,9666,6831,9666,6831,10001,5492,10001
3799,9705,4252,9705,4252,9961,3799,9961
4272,9705,5138,9705,5138,9961,4272,9961
2342,9725,3780,9725,3780,10001,2342,10001
945,9745,2047,9745,2047,10060,944,10060
2047,9745,2303,9745,2303,10001,2047,10001
5899,9983,6810,9954,6817,10181,5907,10210
5120,9993,5853,10021,5844,10255,5111,10227
3189,10020,3898,10020,3898,10296,3189,10296
1780,10061,2454,10033,2469,10384,1795,10412
2421,10040,3169,10040,3169,10335,2421,10335
4206,10058,5038,10021,5047,10236,4215,10272
907,10085,1785,10018,1808,10320,930,10388
3898,10080,4173,10080,4173,10296,3898,10296
6069,10260,6825,10215,6844,10537,6088,10582
5509,10329,6084,10228,6138,10535,5563,10637
3833,10340,4940,10312,4948,10640,3841,10668
4961,10335,5512,10335,5512,10552,4961,10552
2725,10396,3873,10346,3887,10666,2739,10716
945,10375,1437,10375,1437,10631,945,10631
1968,10375,2736,10375,2736,10650,1968,10650
1456,10414,1909,10414,1909,10611,1456,10611
6201,10552,6792,10552,6792,10788,6201,10788
5729,10572,6142,10572,6142,10847,5729,10847
5394,10611,5689,10611,5689,10867,5394,10867
4370,10631,4862,10631,4862,10867,4370,10867
4882,10631,5394,10631,5394,10926,4882,10926
3031,10670,3327,10670,3327,10946,3031,10946
3327,10670,3878,10670,3878,10906,3327,10906
1535,10690,1771,10690,1771,10926,1535,10926
1821,10648,2583,10724,2553,11020,1791,10944
3937,10690,4331,10690,4331,10887,3937,10887
1260,10710,1515,10710,1515,10926,1260,10926
945,10729,1220,10729,1220,10926,945,10926
2579,10729,3031,10729,3031,11005,2579,11005
6181,10867,6792,10867,6792,11064,6181,11064
5689,10887,6162,10887,6162,11123,5689,11123
5158,10906,5374,10906,5374,11143,5158,11143
5394,10906,5670,10906,5670,11143,5394,11143
4163,10948,5154,10903,5169,11233,4178,11278
2617,11050,3676,10953,3705,11269,2645,11366
1092,10998,1766,10969,1779,11259,1105,11288
1774,10972,2652,11045,2628,11342,1749,11269
3720,11005,4154,11005,4154,11280,3720,11280
945,11064,1082,11064,1082,11221,945,11221
6240,11143,6772,11143,6772,11379,6240,11379
5945,11162,6201,11162,6201,11418,5945,11418
4980,11221,5768,11221,5768,11458,4980,11458
3980,11269,4739,11215,4759,11495,4000,11549
4725,11241,4980,11241,4980,11497,4725,11497
5768,11241,5945,11241,5945,11458,5768,11458
964,11280,1279,11280,1279,11536,964,11536
1299,11300,1850,11300,1850,11556,1299,11556
1870,11300,2559,11300,2559,11556,1870,11556
2619,11286,3452,11309,3445,11579,2611,11555
3425,11340,3957,11340,3957,11576,3425,11576
5350,11473,6791,11448,6796,11752,5355,11777
3352,11609,4796,11518,4815,11821,3371,11911
5059,11536,5374,11536,5374,11792,5059,11792
846,11576,1338,11576,1338,11871,846,11871
1338,11595,1555,11595,1555,11832,1338,11832
3071,11595,3346,11595,3346,11832,3071,11832
4882,11595,5059,11595,5059,11851,4882,11851
1594,11615,2106,11615,2106,11910,1594,11910
2621,11657,3067,11625,3088,11909,2641,11941
2106,11655,2618,11655,2618,11930,2106,11930
6135,11819,6777,11727,6813,11978,6170,12070
866,11851,1102,11851,1102,12048,866,12048
